joint,group,native_minus_saved_rms_rad,native_minus_saved_maxabs_rad,native_minus_saved_mean_bias_rad,native_minus_saved_rms_deg,native_minus_saved_maxabs_deg,native_minus_saved_mean_bias_deg,raw_to_reference_rms_rad,raw_to_reference_maxabs_rad,raw_to_reference_mean_bias_rad,raw_to_reference_rms_deg,raw_to_reference_maxabs_deg,raw_to_reference_mean_bias_deg,reference_to_command_rms_rad,reference_to_command_maxabs_rad,reference_to_command_mean_bias_rad,reference_to_command_rms_deg,reference_to_command_maxabs_deg,reference_to_command_mean_bias_deg,raw_to_command_rms_rad,raw_to_command_maxabs_rad,raw_to_command_mean_bias_rad,raw_to_command_rms_deg,raw_to_command_maxabs_deg,raw_to_command_mean_bias_deg,reference_to_measured_rms_rad,reference_to_measured_maxabs_rad,reference_to_measured_mean_bias_rad,reference_to_measured_rms_deg,reference_to_measured_maxabs_deg,reference_to_measured_mean_bias_deg,raw_to_measured_rms_rad,raw_to_measured_maxabs_rad,raw_to_measured_mean_bias_rad,raw_to_measured_rms_deg,raw_to_measured_maxabs_deg,raw_to_measured_mean_bias_deg
right_elbow_joint,right_arm,0.0,0.0,0.0,0.0,0.0,0.0,0.04331276158486909,0.41397650241851813,0.003311081476196904,2.4816384378693614,23.719106406168407,0.18971099421002893,0.41213647963498246,0.683188259601593,-0.38678781352500513,23.6136808664639,39.143803888059324,-22.161309282075894,0.410436848252896,0.683188259601593,-0.3834767320488082,23.516299161542356,39.143803888059324,-21.971598287865866,0.26276591327853344,0.5274117575504801,-0.2047649250821559,15.055377830760563,30.218467773219537,-11.732165999520024,0.2637528695364299,0.5274117575504801,-0.201453843605959,15.111926258902056,30.218467773219537,-11.542455005309996
right_wrist_roll_joint,right_arm,0.0,0.0,0.0,0.0,0.0,0.0,0.02005601410324268,0.1895696043968199,-0.0038127374685652526,1.149124961970662,10.861538255902435,-0.21845376534018235,0.1081143752069848,0.2732277810573578,0.04047832394756583,6.194497404054055,15.654798700311103,2.319237123958852,0.10574115467531302,0.2246067643165588,0.036665586479000575,6.058521883735469,12.869019645428398,2.1007833586186693,0.08840568996210373,0.16855161609287456,0.03102148396972466,5.06527291977061,9.657296232231039,1.7774001056979618,0.09001105031519858,0.24949214402840048,0.027208746501159405,5.157253292600577,14.294846874497413,1.5589463403577792
right_wrist_pitch_joint,right_arm,0.0,0.0,0.0,0.0,0.0,0.0,0.02430884987965818,0.2598527044057845,0.0040582371506945525,1.3927945029215127,14.888463257511985,0.23251986099799452,0.14295553406344044,0.31737492978572845,0.08911158964405193,8.190748759873813,18.18424399998308,5.10571799230587,0.14300349440117016,0.3173749536275864,0.09316982679474649,8.193496684809748,18.184245366020917,5.338237853303864,0.14564968183685126,0.3141964156512489,0.10112374679284528,8.345112056674822,18.002128554954723,5.793963899779628,0.1471138393084546,0.3141964156512489,0.10518198394353986,8.429002100340238,18.002128554954723,6.026483760777626
right_wrist_yaw_joint,right_arm,0.0,0.0,0.0,0.0,0.0,0.0,0.020827219450875713,0.2566532373428345,-0.0034120219477377623,1.1933117735279544,14.705147298113832,-0.19549445721138053,0.06012481452593534,0.1747136116027832,-0.021452066419386562,3.444898116342961,10.010352568327368,-1.22911286766517,0.06195756263923953,0.18008037209510805,-0.024864088367124327,3.549906848145855,10.317845294195134,-1.4246073248765505,0.0665515394178101,0.15151610534116233,0.014320197962841202,3.8131223287390545,8.681233364308191,0.8204869050626402,0.06895325969602482,0.1882103400189908,0.01090817601510344,3.950730764251744,10.783658143810351,0.6249924478512596
left_hand_thumb_0_joint,left_hand,0.0,0.0,0.0,0.0,0.0,0.0,0.0002203218045103542,0.006886598467826022,-7.048755609633562e-06,0.01262350953314968,0.3945730274076903,-0.00040386394725116674,0.0010695157855880283,0.022014468908309937,-4.359367498965932e-06,0.0612787406368127,1.2613361566681323,-0.0002497733590372492,0.0010919729135429118,0.022014468908309937,-1.1408123108599495e-05,0.06256543928861277,1.2613361566681323,-0.000653637306288416,0.05268770118825091,0.11742410711220555,0.015429977696384142,3.0187829103331896,6.727905750621491,0.8840725999838037,0.05269761236903654,0.11742410115174137,0.01542292894077451,3.0193507791621976,6.72790540911205,0.8836687360365526
left_hand_thumb_1_joint,left_hand,0.0,0.0,0.0,0.0,0.0,0.0,1.4825011879037929e-08,2.3841858043383013e-08,-5.002641632004719e-10,8.494106119001834e-07,1.3660378416358815e-06,-2.866302519303087e-08,9.874354983389602e-05,0.001383066177368164,-2.8074580790930664e-06,0.005657588659621963,0.07924385475048794,-0.00016085549909193797,9.874362040097235e-05,0.001383066177368164,-2.8079583432562667e-06,0.005657592702817609,0.07924385475048794,-0.00016088416211713097,0.03741545790690226,0.12720989854746623,-0.0314932130659449,2.1437478266148844,7.288590299057196,-1.8044281919849023,0.03741545836693701,0.12720989854746623,-0.03149321356620907,2.143747852972934,7.288590299057196,-1.804428220647928
left_hand_thumb_2_joint,left_hand,0.0,0.0,0.0,0.0,0.0,0.0,0.010800167812419072,0.20452356487512585,0.0009278939589879459,0.6188040336846519,11.7183370783148,0.053164407685694394,0.0006894723433170814,0.01508060097694397,-3.9056906268808954e-05,0.039503855363063695,0.8640547884997556,-0.0022377958900408005,0.010834079912560447,0.20452356487512585,0.000888837052719137,0.6207470538971775,11.7183370783148,0.0509266117956536,0.047310065003609555,0.2549037473264243,-0.007874222170811719,2.7106670531964054,14.604908903873254,-0.4511596973358527,0.05098172553674963,0.3109605745372562,-0.006946328211823773,2.921037705550085,17.816728515948032,-0.3979952896501583
left_hand_middle_0_joint,left_hand,0.0,0.0,0.0,0.0,0.0,0.0,0.023441338345610775,0.35642532706260666,0.0023659719689963638,1.343089753341677,20.421666952257365,0.1355602082697489,0.004444729775783854,0.0707055926322937,0.00026418911550525755,0.2546642572285436,4.051132045801718,0.015136921311745476,0.024621255476396136,0.35642532706260666,0.002630161084501621,1.4106940251108637,20.421666952257365,0.15069712958149437,0.05972783679148358,0.3037676840778649,0.017665490845849428,3.4221529675982096,17.404606250124996,1.012158068494163,0.07067013235884213,0.47586750948911805,0.0200314628148458,4.049100321792563,27.265199901128117,1.1477182767639122
left_hand_middle_1_joint,left_hand,0.0,0.0,0.0,0.0,0.0,0.0,0.004530870616062487,0.1037212610244751,-0.0002680340955298885,0.2595997638202197,5.942790502477185,-0.015357222439468937,0.0008563065321949891,0.015877485275268555,-2.3780606054112758e-05,0.04906275026425622,0.9097128955539983,-0.0013625283611639152,0.004611079359172684,0.1037212610244751,-0.0002918147015840013,0.26419538628048306,5.942790502477185,-0.016719750800632854,0.044375875443508045,0.21302730274198423,-0.0037387218283345975,2.542550375111241,12.205565368171365,-0.21421298153700713,0.0454567551633127,0.24539541616797345,-0.004006755923864486,2.604480221217331,14.060121658281284,-0.22957020397647604
left_hand_index_0_joint,left_hand,0.0,0.0,0.0,0.0,0.0,0.0,0.04364338849338884,0.5528595268726347,0.005108176993860066,2.500581964321001,31.676517553401492,0.292676982754006,0.008126294960723661,0.08971589803695679,0.0008981520864834195,0.46560240432789485,5.140342312743651,0.05146032391636885,0.04727362874126978,0.5528595268726347,0.006006329080343486,2.7085794091431046,31.676517553401492,0.3441373066703749,0.06572014815429235,0.323435466831284,0.030530368560154456,3.7654871182154386,18.5314871942761,1.7492612654757504,0.09275039785588315,0.69952019089905,0.03563854555401452,5.314206345301344,40.079554622701224,2.0419382482297563
left_hand_index_1_joint,left_hand,0.0,0.0,0.0,0.0,0.0,0.0,0.03463871606439901,0.4577191352844237,-0.00766929193117923,1.9846522382420682,26.22537465417504,-0.4394180595103065,0.008684467490825682,0.10791155695915222,-0.001004193244099678,0.49758333454287956,6.18287677444501,-0.057536034702462005,0.03816954766711985,0.4577191352844237,-0.00867348517527891,2.186953987249385,26.22537465417504,-0.4969540942127686,0.06434175346535037,0.34102819137541496,-0.035654686889681805,3.6865109200358153,19.539476060791017,-2.0428630786391957,0.08581046216314168,0.6194230713645597,-0.043323978820861045,4.916577320015059,35.490327722220066,-2.482281138149503
right_hand_thumb_0_joint,right_hand,0.0,0.0,0.0,0.0,0.0,0.0,0.00718145626207885,0.14520779252052307,0.0003891191987688821,0.41146713457491413,8.319793663837295,0.022294887816969124,0.0020896347420166265,0.03999999165534973,5.5731563021485125e-05,0.11972725144146129,2.291830702410051,0.0031931833467984637,0.008036582364545538,0.14559867978096008,0.0004448507617903672,0.46046225119772694,8.342189854125767,0.025488071163767587,0.06541925600270956,0.19077166340211782,-0.03076795194394682,3.7482472678411343,10.9304111636317,-1.7628737906494898,0.06618986839936686,0.20195814733707151,-0.030378832745177938,3.7924001058100587,11.571349480695444,-1.7405789028325205
right_hand_thumb_1_joint,right_hand,0.0,0.0,0.0,0.0,0.0,0.0,0.0002159741191929558,0.0067507028579718575,-6.90981943995381e-06,0.012374405513811755,0.38678678250869025,-0.00039590349110680347,0.00023490891910566943,0.003093540668487549,2.805072673145556e-05,0.013459289634734927,0.1772468240564159,0.001607188253987202,0.00031910342893276945,0.0067507028579718575,2.114090729150175e-05,0.018283279706000494,0.38678678250869025,0.0012112847628803986,0.09445644929433396,0.18549101077543795,0.08456259527656489,5.411955892356799,10.62785205504827,4.845079814020078,0.09445406605037578,0.18549101077543795,0.08455568545712494,5.411819342536445,10.62785205504827,4.844683910528972
right_hand_thumb_2_joint,right_hand,0.0,0.0,0.0,0.0,0.0,0.0,0.005842500294867987,0.1274664357304573,-0.00037171080319579425,0.33475060869987466,7.30328879693076,-0.021297460222536962,0.0025585187817997353,0.03999999910593033,-5.415691770117505e-05,0.1465923280020776,2.2918311292968743,-0.0031029628157146706,0.006960829378238671,0.1274664357304573,-0.0004258677208969693,0.3988261452837488,7.30328879693076,-0.024400423038251635,0.06533514349316777,0.15780013051330594,0.03345861256327343,3.743427976040136,9.04128148502599,1.9170372882389604,0.06569502396843552,0.15780011859237703,0.033086901760077635,3.76404760840214,9.041280802007076,1.8957398280164235
right_hand_index_0_joint,right_hand,0.0,0.0,0.0,0.0,0.0,0.0,0.026352748474370146,0.3616040468215942,-0.0006505228861205317,1.5099012661512285,20.718385737728358,-0.037272215851375946,0.07026282643876434,0.22557705640792847,-0.028644506189449782,4.025763411601413,12.924613287158804,-1.6412093108918366,0.07525646314971152,0.3616040468215942,-0.029295029075570314,4.311877719560276,20.718385737728358,-1.6784815267432125,0.19852916310092097,0.4751737888256166,-0.10636334639921913,11.374883155947128,27.22545263494847,-6.0941708435632576,0.2026147129682651,0.5024295571995852,-0.10701386928533967,11.608967920336179,28.787093130163015,-6.131443059414634
right_hand_index_1_joint,right_hand,0.0,0.0,0.0,0.0,0.0,0.0,0.11125156735565388,0.9900096893310546,0.013753713091178617,6.374245273694371,56.72337687572723,0.788029712758364,0.031582397531924745,0.17340181395411491,-0.000352098624161926,1.8095380854836756,9.93519209948349,-0.02017376513684135,0.12395418549061356,0.9922980427742005,0.013401614467016692,7.1020516815939025,56.854489870053726,0.7678559476215226,0.15112374742576437,0.42057053096626795,-0.02949631472649623,8.658752911697338,24.09691641194325,-1.6900143450178111,0.22041099963992383,0.9905698166722788,-0.015742601635317596,12.628620037627144,56.75546980836926,-0.9019846322594461
right_hand_middle_0_joint,right_hand,0.0,0.0,0.0,0.0,0.0,0.0,0.020734588779773903,0.32063630819320665,-0.0012227712292510052,1.1880044270203562,18.371107218126678,-0.07005963074610623,0.0031602601522662957,0.04189801216125488,-0.00014342597953616778,0.18106956888822964,2.4005792668277017,-0.008217703299952127,0.021207542122294643,0.32063630819320665,-0.001366197208787173,1.2151026574533998,18.371107218126678,-0.07827733404605837,0.06841117566299937,0.2750197751829313,0.005197889218244417,3.9196716370179554,15.7574724006187,0.29781711458196,0.07622892325259578,0.45605554796031,0.003975117988993412,4.367595579200402,26.130058121651864,0.22775748383585373
right_hand_middle_1_joint,right_hand,0.0,0.0,0.0,0.0,0.0,0.0,0.07936345785084258,0.7484427750110626,0.010736391709561123,4.547191182417678,42.882612215193326,0.6151499321570991,0.027838844172021912,0.2109868824481964,0.005362324316546458,1.5950482775792243,12.088657896904481,0.30723855171848574,0.09499631134641436,0.7484427750110626,0.01609871602610758,5.442887709460277,42.882612215193326,0.9223884838755848,0.10985557308248045,0.44376336379315684,0.013910870136809637,6.294260693617101,25.425767847876454,0.7970341481937663,0.1633522855494077,0.7557249178168806,0.024647261846370772,9.359396535796927,43.299848263778244,1.412184080350866
